movieId,peopleId
120822,p_2166
120983,p_22812
121051,p_167792
115248,p_113954
115248,p_113955
121251,p_43652
121377,p_234494
126587,p_172557
129066,p_96119
129066,p_255784
130067,p_256559
130163,p_184768
130296,p_672
130495,p_256783
131907,p_23393
133614,p_257239
134055,p_257337
134872,p_257452
134872,p_173357
135057,p_52542
135896,p_257667
136281,p_158622
136281,p_158621
137025,p_49552
137035,p_257853
137643,p_258076
137980,p_72905
137983,p_12733
138217,p_16767
138307,p_106148
93903,p_102457
139017,p_258578
139377,p_258731
139390,p_1844
140109,p_607
140118,p_243197
140534,p_63571
141453,p_259376
141453,p_259377
142921,p_115417
143777,p_260048
145284,p_31621
145625,p_17361
145974,p_234446
146202,p_20869
146244,p_94420
146315,p_73761
146354,p_36639
146621,p_84810
146656,p_156530
147141,p_261798
147891,p_262192
148623,p_262432
148623,p_158477
148917,p_228332
148969,p_262689
149578,p_263056
9073,p_56998
150143,p_68113
150402,p_263375
150445,p_54526
150491,p_253338
150553,p_227605
150553,p_263593
150801,p_263746
150850,p_67075
151041,p_229738
151045,p_37942
151051,p_45996
151052,p_264021
151230,p_201610
151949,p_14268
151968,p_126807
152167,p_264714
152534,p_265002
152776,p_265168
152906,p_67737
152926,p_265278
53602,p_265388
154494,p_191518
154618,p_266340
11537,p_18899
155382,p_48583
155480,p_607
155493,p_266734
156770,p_70221
128013,p_84448
161225,p_268312
161226,p_268317
161570,p_268450
161687,p_241918
163282,p_252513
163282,p_252512
163437,p_168784
163559,p_269144
163939,p_209463
163966,p_96102
164038,p_11688
164062,p_48583
165957,p_227496
166291,p_2166
166890,p_270305
167058,p_270430
167072,p_252495
93902,p_102457
169888,p_158477
169888,p_271608
170416,p_272013
10389,p_21905
10389,p_31033
45124,p_99106
171093,p_229664
171133,p_45996
171443,p_272504
171462,p_272585
12928,p_103345
172403,p_273160
172536,p_137983
173228,p_26265
173240,p_78641
174056,p_273942
174257,p_274069
174326,p_274199
174506,p_177837
174529,p_9888
175285,p_91252
175347,p_274914
175407,p_168697
175407,p_85586
175955,p_228205
176082,p_91528
176349,p_71174
176409,p_243088
176568,p_275975
176731,p_276023
30128,p_64438
176911,p_153054
176987,p_73579
177137,p_276276
177410,p_276378
177626,p_91924
20301,p_5065
178283,p_276869
178290,p_59291
178456,p_54526
178760,p_22775
178760,p_22833
178798,p_11401
179120,p_38393
179284,p_78296
179435,p_15254
179688,p_277962
180228,p_127943
180228,p_127942
181005,p_607
181016,p_278309
181018,p_137381
